Data,Fajr,Sunrise,Zuhr,Asr,Maghrib,Isha,City Name
"30 marzo 2024, sabato",4:09,5:39,12:11,15:20,18:19,19:49,bari
"31 marzo 2024, domenica",5:08,6:38,13:11,16:20,19:20,20:50,bari
"1 aprile 2024, lunedì",5:06,6:36,13:11,16:21,19:21,20:51,bari
"2 aprile 2024, martedì",5:04,6:34,13:10,16:21,19:22,20:52,bari
"3 aprile 2024, mercoledì",5:03,6:33,13:10,16:21,19:24,20:54,bari
"4 aprile 2024, giovedì",5:01,6:31,13:10,16:22,19:25,20:55,bari
"5 aprile 2024, venerdì",4:59,6:29,13:09,16:22,19:26,20:56,bari
"6 aprile 2024, sabato",4:58,6:28,13:10,16:23,19:27,20:57,bari
"7 aprile 2024, domenica",4:56,6:26,13:09,16:23,19:28,20:58,bari
"8 aprile 2024, lunedì",4:55,6:25,13:09,16:24,19:29,20:59,bari
"9 aprile 2024, martedì",4:53,6:23,13:09,16:24,19:30,21:00,bari
"10 aprile 2024, mercoledì",4:51,6:21,13:08,16:24,19:31,21:01,bari
"11 aprile 2024, giovedì",4:50,6:20,13:08,16:25,19:32,21:02,bari
"12 aprile 2024, venerdì",4:48,6:18,13:07,16:24,19:33,21:03,bari
"13 aprile 2024, sabato",4:47,6:17,13:08,16:26,19:34,21:04,bari
"14 aprile 2024, domenica",4:45,6:15,13:07,16:26,19:35,21:05,bari
"15 aprile 2024, lunedì",4:43,6:13,13:06,16:25,19:36,21:06,bari
"16 aprile 2024, martedì",4:42,6:12,13:07,16:27,19:37,21:07,bari
"17 aprile 2024, mercoledì",4:40,6:10,13:06,16:27,19:38,21:08,bari
"18 aprile 2024, giovedì",4:39,6:09,13:06,16:27,19:40,21:10,bari
"19 aprile 2024, venerdì",4:37,6:07,13:06,16:28,19:41,21:11,bari
"20 aprile 2024, sabato",4:36,6:06,13:06,16:28,19:42,21:12,bari
"21 aprile 2024, domenica",4:34,6:04,13:05,16:28,19:43,21:13,bari
"22 aprile 2024, lunedì",4:33,6:03,13:05,16:29,19:44,21:14,bari
"23 aprile 2024, martedì",4:32,6:02,13:06,16:30,19:45,21:15,bari
"24 aprile 2024, mercoledì",4:30,6:00,13:05,16:30,19:46,21:16,bari
"25 aprile 2024, giovedì",4:29,5:59,13:05,16:31,19:47,21:17,bari
"26 aprile 2024, venerdì",4:27,5:57,13:04,16:30,19:48,21:18,bari
"27 aprile 2024, sabato",4:26,5:56,13:05,16:32,19:49,21:19,bari
"28 aprile 2024, domenica",4:25,5:55,13:05,16:32,19:50,21:20,bari
"29 aprile 2024, lunedì",4:23,5:53,13:04,16:32,19:51,21:21,bari
"30 aprile 2024, martedì",4:22,5:52,13:04,16:33,19:52,21:22,bari
"1 maggio 2024, mercoledì",4:21,5:51,13:04,16:33,19:53,21:23,bari
"2 maggio 2024, giovedì",4:19,5:49,13:03,16:33,19:54,21:24,bari
"3 maggio 2024, venerdì",4:18,5:48,13:04,16:34,19:55,21:25,bari
"4 maggio 2024, sabato",4:17,5:47,13:04,16:35,19:56,21:26,bari
"5 maggio 2024, domenica",4:16,5:46,13:04,16:35,19:57,21:27,bari
"6 maggio 2024, lunedì",4:15,5:45,13:04,16:36,19:59,21:29,bari
"7 maggio 2024, martedì",4:13,5:43,13:03,16:36,20:00,21:30,bari
"8 maggio 2024, mercoledì",4:12,5:42,13:03,16:36,20:01,21:31,bari
"9 maggio 2024, giovedì",4:11,5:41,13:03,16:37,20:02,21:32,bari
"10 maggio 2024, venerdì",4:10,5:40,13:03,16:37,20:03,21:33,bari
"11 maggio 2024, sabato",4:09,5:39,13:03,16:38,20:04,21:34,bari
"12 maggio 2024, domenica",4:08,5:38,13:03,16:38,20:05,21:35,bari
"13 maggio 2024, lunedì",4:07,5:37,13:03,16:39,20:06,21:36,bari
"14 maggio 2024, martedì",4:06,5:36,13:03,16:39,20:07,21:37,bari
"15 maggio 2024, mercoledì",4:05,5:35,13:03,16:40,20:08,21:38,bari
"16 maggio 2024, giovedì",4:04,5:34,13:03,16:40,20:09,21:39,bari
"17 maggio 2024, venerdì",4:03,5:33,13:03,16:41,20:10,21:40,bari
"18 maggio 2024, sabato",4:02,5:32,13:03,16:41,20:11,21:41,bari
"19 maggio 2024, domenica",4:01,5:31,13:03,16:42,20:11,21:41,bari
"20 maggio 2024, lunedì",4:00,5:30,13:03,16:42,20:12,21:42,bari
"21 maggio 2024, martedì",4:00,5:30,13:04,16:43,20:13,21:43,bari
"22 maggio 2024, mercoledì",3:59,5:29,13:04,16:44,20:14,21:44,bari
"23 maggio 2024, giovedì",3:58,5:28,13:03,16:43,20:15,21:45,bari
"24 maggio 2024, venerdì",3:57,5:27,13:03,16:44,20:16,21:46,bari
"25 maggio 2024, sabato",3:57,5:27,13:04,16:45,20:17,21:47,bari
"26 maggio 2024, domenica",3:56,5:26,13:04,16:45,20:18,21:48,bari
"27 maggio 2024, lunedì",3:56,5:26,13:04,16:46,20:19,21:49,bari
"28 maggio 2024, martedì",3:55,5:25,13:04,16:46,20:19,21:49,bari
"29 maggio 2024, mercoledì",3:54,5:24,13:04,16:46,20:20,21:50,bari
"30 maggio 2024, giovedì",3:54,5:24,13:05,16:48,20:21,21:51,bari
"31 maggio 2024, venerdì",3:53,5:23,13:04,16:47,20:22,21:52,bari
"1 giugno 2024, sabato",3:53,5:23,13:05,16:48,20:22,21:52,bari
"2 giugno 2024, domenica",3:53,5:23,13:05,16:49,20:23,21:53,bari
"3 giugno 2024, lunedì",3:52,5:22,13:05,16:49,20:24,21:54,bari
"4 giugno 2024, martedì",3:52,5:22,13:05,16:49,20:25,21:55,bari
"5 giugno 2024, mercoledì",3:52,5:22,13:06,16:50,20:25,21:55,bari
"6 giugno 2024, giovedì",3:51,5:21,13:05,16:50,20:26,21:56,bari
"7 giugno 2024, venerdì",3:51,5:21,13:06,16:51,20:26,21:56,bari
"8 giugno 2024, sabato",3:51,5:21,13:06,16:51,20:27,21:57,bari
"9 giugno 2024, domenica",3:51,5:21,13:06,16:51,20:28,21:58,bari
"10 giugno 2024, lunedì",3:50,5:20,13:06,16:51,20:28,21:58,bari
"11 giugno 2024, martedì",3:50,5:20,13:06,16:52,20:29,21:59,bari
"12 giugno 2024, mercoledì",3:50,5:20,13:06,16:52,20:29,21:59,bari
"13 giugno 2024, giovedì",3:50,5:20,13:07,16:53,20:29,21:59,bari
"14 giugno 2024, venerdì",3:50,5:20,13:07,16:53,20:30,22:00,bari
"15 giugno 2024, sabato",3:50,5:20,13:07,16:53,20:30,22:00,bari
"16 giugno 2024, domenica",3:50,5:20,13:07,16:53,20:31,22:01,bari
"17 giugno 2024, lunedì",3:50,5:20,13:07,16:53,20:31,22:01,bari
"18 giugno 2024, martedì",3:50,5:20,13:07,16:53,20:31,22:01,bari
"19 giugno 2024, mercoledì",3:51,5:21,13:08,16:54,20:32,22:02,bari
"20 giugno 2024, giovedì",3:51,5:21,13:08,16:54,20:32,22:02,bari
"21 giugno 2024, venerdì",3:51,5:21,13:08,16:54,20:32,22:02,bari
"22 giugno 2024, sabato",3:51,5:21,13:08,16:54,20:32,22:02,bari
"23 giugno 2024, domenica",3:52,5:22,13:09,16:55,20:32,22:02,bari
"24 giugno 2024, lunedì",3:52,5:22,13:09,16:55,20:32,22:02,bari
"25 giugno 2024, martedì",3:52,5:22,13:09,16:55,20:32,22:02,bari
"26 giugno 2024, mercoledì",3:53,5:23,13:10,16:56,20:33,22:03,bari
"27 giugno 2024, giovedì",3:53,5:23,13:10,16:56,20:33,22:03,bari
"28 giugno 2024, venerdì",3:53,5:23,13:10,16:56,20:33,22:03,bari
"29 giugno 2024, sabato",3:54,5:24,13:10,16:56,20:32,22:02,bari
"30 giugno 2024, domenica",3:54,5:24,13:10,16:56,20:32,22:02,bari
"1 luglio 2024, lunedì",3:55,5:25,13:11,16:56,20:32,22:02,bari
"2 luglio 2024, martedì",3:55,5:25,13:10,16:55,20:32,22:02,bari
"3 luglio 2024, mercoledì",3:56,5:26,13:11,16:56,20:32,22:02,bari
"4 luglio 2024, giovedì",3:56,5:26,13:11,16:56,20:32,22:02,bari
"5 luglio 2024, venerdì",3:57,5:27,13:11,16:56,20:31,22:01,bari
"6 luglio 2024, sabato",3:58,5:28,13:12,16:56,20:31,22:01,bari
"7 luglio 2024, domenica",3:58,5:28,13:11,16:55,20:31,22:01,bari
"8 luglio 2024, lunedì",3:59,5:29,13:12,16:56,20:30,22:00,bari
"9 luglio 2024, martedì",4:00,5:30,13:12,16:56,20:30,22:00,bari
"10 luglio 2024, mercoledì",4:00,5:30,13:12,16:55,20:30,22:00,bari
"11 luglio 2024, giovedì",4:01,5:31,13:12,16:55,20:29,21:59,bari
"12 luglio 2024, venerdì",4:02,5:32,13:12,16:55,20:29,21:59,bari
"13 luglio 2024, sabato",4:02,5:32,13:12,16:54,20:28,21:58,bari
"14 luglio 2024, domenica",4:03,5:33,13:12,16:54,20:27,21:57,bari
"15 luglio 2024, lunedì",4:04,5:34,13:12,16:54,20:27,21:57,bari
"16 luglio 2024, martedì",4:05,5:35,13:13,16:54,20:26,21:56,bari
"17 luglio 2024, mercoledì",4:06,5:36,13:13,16:54,20:26,21:56,bari
"18 luglio 2024, giovedì",4:06,5:36,13:12,16:53,20:25,21:55,bari
"19 luglio 2024, venerdì",4:07,5:37,13:12,16:52,20:24,21:54,bari
"20 luglio 2024, sabato",4:08,5:38,13:13,16:53,20:23,21:53,bari
"21 luglio 2024, domenica",4:09,5:39,13:13,16:52,20:23,21:53,bari
"22 luglio 2024, lunedì",4:10,5:40,13:13,16:52,20:22,21:52,bari
"23 luglio 2024, martedì",4:11,5:41,13:13,16:52,20:21,21:51,bari
"24 luglio 2024, mercoledì",4:12,5:42,13:13,16:51,20:20,21:50,bari
"25 luglio 2024, giovedì",4:13,5:43,13:13,16:51,20:19,21:49,bari
"26 luglio 2024, venerdì",4:14,5:44,13:13,16:50,20:18,21:48,bari
"27 luglio 2024, sabato",4:15,5:45,13:13,16:50,20:17,21:47,bari
"28 luglio 2024, domenica",4:15,5:45,13:12,16:48,20:16,21:46,bari
"29 luglio 2024, lunedì",4:16,5:46,13:12,16:48,20:15,21:45,bari
"30 luglio 2024, martedì",4:17,5:47,13:12,16:47,20:14,21:44,bari
"31 luglio 2024, mercoledì",4:18,5:48,13:12,16:47,20:13,21:43,bari
"1 agosto 2024, giovedì",4:19,5:49,13:12,16:46,20:12,21:42,bari
"2 agosto 2024, venerdì",4:20,5:50,13:12,16:46,20:11,21:41,bari
"3 agosto 2024, sabato",4:21,5:51,13:12,16:45,20:10,21:40,bari
"4 agosto 2024, domenica",4:22,5:52,13:12,16:45,20:09,21:39,bari
"5 agosto 2024, lunedì",4:23,5:53,13:12,16:44,20:07,21:37,bari
"6 agosto 2024, martedì",4:24,5:54,13:12,16:43,20:06,21:36,bari
"7 agosto 2024, mercoledì",4:25,5:55,13:12,16:43,20:05,21:35,bari
"8 agosto 2024, giovedì",4:26,5:56,13:12,16:42,20:04,21:34,bari
"9 agosto 2024, venerdì",4:27,5:57,13:12,16:42,20:02,21:32,bari
"10 agosto 2024, sabato",4:28,5:58,13:11,16:40,20:01,21:31,bari
"11 agosto 2024, domenica",4:29,5:59,13:11,16:40,20:00,21:30,bari
"12 agosto 2024, lunedì",4:30,6:00,13:11,16:39,19:58,21:28,bari
"13 agosto 2024, martedì",4:31,6:01,13:11,16:38,19:57,21:27,bari
"14 agosto 2024, mercoledì",4:32,6:02,13:11,16:38,19:56,21:26,bari
"15 agosto 2024, giovedì",4:33,6:03,13:11,16:37,19:54,21:24,bari
"16 agosto 2024, venerdì",4:34,6:04,13:10,16:36,19:53,21:23,bari
"17 agosto 2024, sabato",4:35,6:05,13:10,16:35,19:51,21:21,bari
"18 agosto 2024, domenica",4:36,6:06,13:10,16:34,19:50,21:20,bari
"19 agosto 2024, lunedì",4:37,6:07,13:10,16:34,19:48,21:18,bari
"20 agosto 2024, martedì",4:38,6:08,13:09,16:32,19:47,21:17,bari
"21 agosto 2024, mercoledì",4:39,6:09,13:09,16:32,19:45,21:15,bari
"22 agosto 2024, giovedì",4:40,6:10,13:09,16:31,19:44,21:14,bari
"23 agosto 2024, venerdì",4:41,6:11,13:09,16:30,19:42,21:12,bari
"24 agosto 2024, sabato",4:42,6:12,13:08,16:29,19:41,21:11,bari
"25 agosto 2024, domenica",4:43,6:13,13:08,16:28,19:39,21:09,bari
"26 agosto 2024, lunedì",4:44,6:14,13:08,16:27,19:38,21:08,bari
"27 agosto 2024, martedì",4:45,6:15,13:08,16:27,19:36,21:06,bari
"28 agosto 2024, mercoledì",4:46,6:16,13:07,16:25,19:35,21:05,bari
"29 agosto 2024, giovedì",4:47,6:17,13:07,16:24,19:33,21:03,bari
"30 agosto 2024, venerdì",4:48,6:18,13:07,16:24,19:31,21:01,bari
"31 agosto 2024, sabato",4:49,6:19,13:06,16:22,19:30,21:00,bari
"1 settembre 2024, domenica",4:50,6:20,13:06,16:22,19:28,20:58,bari
"2 settembre 2024, lunedì",4:51,6:21,13:06,16:21,19:27,20:57,bari
"3 settembre 2024, martedì",4:52,6:22,13:05,16:19,19:25,20:55,bari
"4 settembre 2024, mercoledì",4:53,6:23,13:05,16:19,19:23,20:53,bari
"5 settembre 2024, giovedì",4:54,6:24,13:05,16:18,19:22,20:52,bari
"6 settembre 2024, venerdì",4:55,6:25,13:04,16:16,19:20,20:50,bari
"7 settembre 2024, sabato",4:56,6:26,13:04,16:16,19:18,20:48,bari
"8 settembre 2024, domenica",4:57,6:27,13:04,16:15,19:17,20:47,bari
"9 settembre 2024, lunedì",4:58,6:28,13:03,16:13,19:15,20:45,bari
"10 settembre 2024, martedì",4:59,6:29,13:03,16:13,19:13,20:43,bari
"11 settembre 2024, mercoledì",5:00,6:30,13:03,16:12,19:11,20:41,bari
"12 settembre 2024, giovedì",5:01,6:31,13:02,16:10,19:10,20:40,bari
"13 settembre 2024, venerdì",5:02,6:32,13:02,16:10,19:08,20:38,bari
"14 settembre 2024, sabato",5:03,6:33,13:02,16:09,19:06,20:36,bari
"15 settembre 2024, domenica",5:04,6:34,13:01,16:07,19:05,20:35,bari
"16 settembre 2024, lunedì",5:05,6:35,13:01,16:07,19:03,20:33,bari
"17 settembre 2024, martedì",5:06,6:36,13:01,16:06,19:01,20:31,bari
"18 settembre 2024, mercoledì",5:07,6:37,13:00,16:04,19:00,20:30,bari
"19 settembre 2024, giovedì",5:08,6:38,13:00,16:04,18:58,20:28,bari
"20 settembre 2024, venerdì",5:09,6:39,13:00,16:03,18:56,20:26,bari
"21 settembre 2024, sabato",5:10,6:40,12:59,16:01,18:54,20:24,bari
"22 settembre 2024, domenica",5:11,6:41,12:59,16:00,18:53,20:23,bari
"23 settembre 2024, lunedì",5:12,6:42,12:59,16:00,18:51,20:21,bari
"24 settembre 2024, martedì",5:13,6:43,12:58,15:58,18:49,20:19,bari
"25 settembre 2024, mercoledì",5:14,6:44,12:58,15:57,18:48,20:18,bari
"26 settembre 2024, giovedì",5:15,6:45,12:58,15:57,18:46,20:16,bari
"27 settembre 2024, venerdì",5:16,6:46,12:57,15:55,18:44,20:14,bari
"28 settembre 2024, sabato",5:17,6:47,12:57,15:54,18:43,20:13,bari
"29 settembre 2024, domenica",5:18,6:48,12:56,15:53,18:41,20:11,bari
"30 settembre 2024, lunedì",5:19,6:49,12:56,15:52,18:39,20:09,bari
"1 ottobre 2024, martedì",5:20,6:50,12:56,15:51,18:38,20:08,bari
"2 ottobre 2024, mercoledì",5:21,6:51,12:55,15:50,18:36,20:06,bari
"3 ottobre 2024, giovedì",5:22,6:52,12:55,15:49,18:34,20:04,bari
"4 ottobre 2024, venerdì",5:23,6:53,12:55,15:48,18:33,20:03,bari
"5 ottobre 2024, sabato",5:24,6:54,12:54,15:47,18:31,20:01,bari
"6 ottobre 2024, domenica",5:25,6:55,12:54,15:46,18:29,19:59,bari
"7 ottobre 2024, lunedì",5:26,6:56,12:54,15:45,18:28,19:58,bari
"8 ottobre 2024, martedì",5:27,6:57,12:53,15:44,18:26,19:56,bari
"9 ottobre 2024, mercoledì",5:28,6:58,12:53,15:43,18:24,19:54,bari
"10 ottobre 2024, giovedì",5:29,6:59,12:53,15:42,18:23,19:53,bari
"11 ottobre 2024, venerdì",5:31,7:01,12:53,15:42,18:21,19:51,bari
"12 ottobre 2024, sabato",5:32,7:02,12:53,15:41,18:20,19:50,bari
"13 ottobre 2024, domenica",5:33,7:03,12:53,15:40,18:18,19:48,bari
"14 ottobre 2024, lunedì",5:34,7:04,12:52,15:39,18:17,19:47,bari
"15 ottobre 2024, martedì",5:35,7:05,12:52,15:38,18:15,19:45,bari
"16 ottobre 2024, mercoledì",5:36,7:06,12:52,15:37,18:13,19:43,bari
"17 ottobre 2024, giovedì",5:37,7:07,12:51,15:36,18:12,19:42,bari
"18 ottobre 2024, venerdì",5:38,7:08,12:51,15:35,18:10,19:40,bari
"19 ottobre 2024, sabato",5:39,7:09,12:51,15:34,18:09,19:39,bari
"20 ottobre 2024, domenica",5:40,7:10,12:51,15:34,18:08,19:38,bari
"21 ottobre 2024, lunedì",5:42,7:12,12:51,15:33,18:06,19:36,bari
"22 ottobre 2024, martedì",5:43,7:13,12:51,15:32,18:05,19:35,bari
"23 ottobre 2024, mercoledì",5:44,7:14,12:51,15:32,18:03,19:33,bari
"24 ottobre 2024, giovedì",5:45,7:15,12:50,15:30,18:02,19:32,bari
"25 ottobre 2024, venerdì",5:46,7:16,12:50,15:30,18:00,19:30,bari
"26 ottobre 2024, sabato",5:47,7:17,12:50,15:29,17:59,19:29,bari
"27 ottobre 2024, domenica",4:49,6:19,11:51,14:29,16:58,18:28,bari
"28 ottobre 2024, lunedì",4:50,6:20,11:50,14:28,16:56,18:26,bari
"29 ottobre 2024, martedì",4:51,6:21,11:50,14:27,16:55,18:25,bari
"30 ottobre 2024, mercoledì",4:52,6:22,11:50,14:26,16:54,18:24,bari
"31 ottobre 2024, giovedì",4:53,6:23,11:50,14:26,16:53,18:23,bari
"1 novembre 2024, venerdì",4:54,6:24,11:50,14:25,16:51,18:21,bari
"2 novembre 2024, sabato",4:56,6:26,11:50,14:25,16:50,18:20,bari
"3 novembre 2024, domenica",4:57,6:27,11:50,14:24,16:49,18:19,bari
"4 novembre 2024, lunedì",4:58,6:28,11:50,14:24,16:48,18:18,bari
"5 novembre 2024, martedì",4:59,6:29,11:50,14:23,16:47,18:17,bari
"6 novembre 2024, mercoledì",5:00,6:30,11:50,14:22,16:46,18:16,bari
"7 novembre 2024, giovedì",5:02,6:32,11:51,14:23,16:45,18:15,bari
"8 novembre 2024, venerdì",5:03,6:33,11:50,14:21,16:44,18:14,bari
"9 novembre 2024, sabato",5:04,6:34,11:50,14:21,16:43,18:13,bari
"10 novembre 2024, domenica",5:05,6:35,11:50,14:20,16:42,18:12,bari
"11 novembre 2024, lunedì",5:06,6:36,11:50,14:20,16:41,18:11,bari
"12 novembre 2024, martedì",5:07,6:37,11:50,14:19,16:40,18:10,bari
"13 novembre 2024, mercoledì",5:09,6:39,11:51,14:20,16:39,18:09,bari
"14 novembre 2024, giovedì",5:10,6:40,11:51,14:19,16:38,18:08,bari
"15 novembre 2024, venerdì",5:11,6:41,11:51,14:19,16:37,18:07,bari
"16 novembre 2024, sabato",5:12,6:42,11:51,14:18,16:36,18:06,bari
"17 novembre 2024, domenica",5:13,6:43,11:51,14:18,16:35,18:05,bari
"18 novembre 2024, lunedì",5:15,6:45,11:52,14:18,16:35,18:05,bari
"19 novembre 2024, martedì",5:16,6:46,11:52,14:18,16:34,18:04,bari
"20 novembre 2024, mercoledì",5:17,6:47,11:52,14:17,16:33,18:03,bari
"21 novembre 2024, giovedì",5:18,6:48,11:52,14:17,16:33,18:03,bari
"22 novembre 2024, venerdì",5:19,6:49,11:52,14:16,16:32,18:02,bari
"23 novembre 2024, sabato",5:20,6:50,11:53,14:17,16:32,18:02,bari
"24 novembre 2024, domenica",5:21,6:51,11:53,14:16,16:31,18:01,bari
"25 novembre 2024, lunedì",5:23,6:53,11:54,14:17,16:31,18:01,bari
"26 novembre 2024, martedì",5:24,6:54,11:54,14:17,16:30,18:00,bari
"27 novembre 2024, mercoledì",5:25,6:55,11:54,14:16,16:30,18:00,bari
"28 novembre 2024, giovedì",5:26,6:56,11:55,14:17,16:29,17:59,bari
"29 novembre 2024, venerdì",5:27,6:57,11:55,14:17,16:29,17:59,bari
"30 novembre 2024, sabato",5:28,6:58,11:55,14:16,16:29,17:59,bari
"1 dicembre 2024, domenica",5:29,6:59,11:56,14:17,16:28,17:58,bari
"2 dicembre 2024, lunedì",5:30,7:00,11:56,14:17,16:28,17:58,bari
"3 dicembre 2024, martedì",5:31,7:01,11:56,14:16,16:28,17:58,bari
"4 dicembre 2024, mercoledì",5:32,7:02,11:57,14:17,16:28,17:58,bari
"5 dicembre 2024, giovedì",5:33,7:03,11:57,14:17,16:28,17:58,bari
"6 dicembre 2024, venerdì",5:34,7:04,11:58,14:17,16:28,17:58,bari
"7 dicembre 2024, sabato",5:35,7:05,11:58,14:17,16:28,17:58,bari
"8 dicembre 2024, domenica",5:36,7:06,11:59,14:18,16:28,17:58,bari
"9 dicembre 2024, lunedì",5:37,7:07,12:00,14:19,16:28,17:58,bari
"10 dicembre 2024, martedì",5:37,7:07,11:59,14:18,16:28,17:58,bari
"11 dicembre 2024, mercoledì",5:38,7:08,12:00,14:18,16:28,17:58,bari
"12 dicembre 2024, giovedì",5:39,7:09,12:00,14:18,16:28,17:58,bari
"13 dicembre 2024, venerdì",5:40,7:10,12:01,14:19,16:28,17:58,bari
"14 dicembre 2024, sabato",5:40,7:10,12:01,14:19,16:28,17:58,bari
"15 dicembre 2024, domenica",5:41,7:11,12:02,14:20,16:29,17:59,bari
"16 dicembre 2024, lunedì",5:42,7:12,12:03,14:21,16:29,17:59,bari
"17 dicembre 2024, martedì",5:43,7:13,12:03,14:21,16:29,17:59,bari
"18 dicembre 2024, mercoledì",5:43,7:13,12:03,14:21,16:30,18:00,bari
"19 dicembre 2024, giovedì",5:44,7:14,12:04,14:22,16:30,18:00,bari
"20 dicembre 2024, venerdì",5:44,7:14,12:04,14:22,16:30,18:00,bari
"21 dicembre 2024, sabato",5:45,7:15,12:05,14:23,16:31,18:01,bari
"22 dicembre 2024, domenica",5:45,7:15,12:05,14:23,16:31,18:01,bari
"23 dicembre 2024, lunedì",5:46,7:16,12:06,14:24,16:32,18:02,bari
"24 dicembre 2024, martedì",5:46,7:16,12:06,14:24,16:33,18:03,bari
"25 dicembre 2024, mercoledì",5:47,7:17,12:07,14:25,16:33,18:03,bari
"26 dicembre 2024, giovedì",5:47,7:17,12:08,14:26,16:34,18:04,bari
"27 dicembre 2024, venerdì",5:47,7:17,12:08,14:26,16:35,18:05,bari
"28 dicembre 2024, sabato",5:47,7:17,12:08,14:26,16:35,18:05,bari
"29 dicembre 2024, domenica",5:48,7:18,12:09,14:27,16:36,18:06,bari
"30 dicembre 2024, lunedì",5:48,7:18,12:10,14:28,16:37,18:07,bari
"31 dicembre 2024, martedì",5:48,7:18,12:10,14:28,16:38,18:08,bari
"1 gennaio 2024, lunedì",6:38,8:08,12:45,14:56,16:58,18:28,biella
"2 gennaio 2024, martedì",6:38,8:08,12:45,14:56,16:59,18:29,biella
"3 gennaio 2024, mercoledì",6:38,8:08,12:46,14:57,17:00,18:30,biella
"4 gennaio 2024, giovedì",6:38,8:08,12:46,14:58,17:01,18:31,biella
"5 gennaio 2024, venerdì",6:38,8:08,12:47,14:59,17:02,18:32,biella
"6 gennaio 2024, sabato",6:38,8:08,12:47,14:59,17:03,18:33,biella
"7 gennaio 2024, domenica",6:38,8:08,12:48,15:01,17:04,18:34,biella
"8 gennaio 2024, lunedì",6:38,8:08,12:49,15:02,17:05,18:35,biella
"9 gennaio 2024, martedì",6:37,8:07,12:48,15:01,17:06,18:36,biella
"10 gennaio 2024, mercoledì",6:37,8:07,12:49,15:03,17:07,18:37,biella
"11 gennaio 2024, giovedì",6:37,8:07,12:50,15:04,17:09,18:39,biella
"12 gennaio 2024, venerdì",6:36,8:06,12:50,15:04,17:10,18:40,biella
"13 gennaio 2024, sabato",6:36,8:06,12:51,15:06,17:11,18:41,biella
"14 gennaio 2024, domenica",6:35,8:05,12:50,15:05,17:12,18:42,biella
"15 gennaio 2024, lunedì",6:35,8:05,12:51,15:07,17:14,18:44,biella
"16 gennaio 2024, martedì",6:34,8:04,12:51,15:07,17:15,18:45,biella
"17 gennaio 2024, mercoledì",6:34,8:04,12:52,15:09,17:16,18:46,biella
"18 gennaio 2024, giovedì",6:33,8:03,12:52,15:09,17:17,18:47,biella
"19 gennaio 2024, venerdì",6:32,8:02,12:52,15:10,17:19,18:49,biella
"20 gennaio 2024, sabato",6:32,8:02,12:53,15:11,17:20,18:50,biella
"21 gennaio 2024, domenica",6:31,8:01,12:53,15:12,17:21,18:51,biella
"22 gennaio 2024, lunedì",6:30,8:00,12:53,15:12,17:23,18:53,biella
"23 gennaio 2024, martedì",6:29,7:59,12:54,15:14,17:24,18:54,biella
"24 gennaio 2024, mercoledì",6:28,7:58,12:54,15:14,17:26,18:56,biella
"25 gennaio 2024, giovedì",6:27,7:57,12:54,15:15,17:27,18:57,biella
"26 gennaio 2024, venerdì",6:26,7:56,12:54,15:16,17:28,18:58,biella
"27 gennaio 2024, sabato",6:25,7:55,12:54,15:16,17:30,19:00,biella
"28 gennaio 2024, domenica",6:24,7:54,12:54,15:17,17:31,19:01,biella
"29 gennaio 2024, lunedì",6:23,7:53,12:55,15:18,17:33,19:03,biella
"30 gennaio 2024, martedì",6:22,7:52,12:55,15:19,17:34,19:04,biella
"31 gennaio 2024, mercoledì",6:21,7:51,12:55,15:20,17:36,19:06,biella
"1 febbraio 2024, giovedì",6:20,7:50,12:56,15:21,17:37,19:07,biella
"2 febbraio 2024, venerdì",6:19,7:49,12:56,15:22,17:39,19:09,biella
"3 febbraio 2024, sabato",6:18,7:48,12:56,15:23,17:40,19:10,biella
"4 febbraio 2024, domenica",6:16,7:46,12:56,15:23,17:41,19:11,biella
"5 febbraio 2024, lunedì",6:15,7:45,12:56,15:24,17:43,19:13,biella
"6 febbraio 2024, martedì",6:14,7:44,12:56,15:25,17:44,19:14,biella
"7 febbraio 2024, mercoledì",6:12,7:42,12:56,15:25,17:46,19:16,biella
"8 febbraio 2024, giovedì",6:11,7:41,12:56,15:26,17:47,19:17,biella
"9 febbraio 2024, venerdì",6:10,7:40,12:57,15:28,17:49,19:19,biella
"10 febbraio 2024, sabato",6:08,7:38,12:56,15:27,17:50,19:20,biella
"11 febbraio 2024, domenica",6:07,7:37,12:56,15:28,17:52,19:22,biella
"12 febbraio 2024, lunedì",6:05,7:35,12:56,15:29,17:53,19:23,biella
"13 febbraio 2024, martedì",6:04,7:34,12:56,15:30,17:55,19:25,biella
"14 febbraio 2024, mercoledì",6:02,7:32,12:56,15:30,17:56,19:26,biella
"15 febbraio 2024, giovedì",6:01,7:31,12:56,15:31,17:57,19:27,biella
"16 febbraio 2024, venerdì",5:59,7:29,12:56,15:32,17:59,19:29,biella
"17 febbraio 2024, sabato",5:58,7:28,12:56,15:33,18:00,19:30,biella
"18 febbraio 2024, domenica",5:56,7:26,12:56,15:33,18:02,19:32,biella
"19 febbraio 2024, lunedì",5:55,7:25,12:56,15:34,18:03,19:33,biella
"20 febbraio 2024, martedì",5:53,7:23,12:56,15:35,18:05,19:35,biella
"21 febbraio 2024, mercoledì",5:51,7:21,12:55,15:35,18:06,19:36,biella
"22 febbraio 2024, giovedì",5:50,7:20,12:56,15:36,18:08,19:38,biella
"23 febbraio 2024, venerdì",5:48,7:18,12:55,15:36,18:09,19:39,biella
