Data,Fajr,Sunrise,Zuhr,Asr,Maghrib,Isha,City Name
"23 aprile 2025, mercoledì",4:45:00,6:15:00,13:13:00,16:34:30,19:46:00,21:16:00,catania
"24 aprile 2025, giovedì",4:43:00,6:13:00,13:12:00,16:34:00,19:47:00,21:17:00,catania
"25 aprile 2025, venerdì",4:42:00,6:12:00,13:12:00,16:34:30,19:48:00,21:18:00,catania
"26 aprile 2025, sabato",4:41:00,6:11:00,13:12:00,16:35:00,19:49:00,21:19:00,catania
"27 aprile 2025, domenica",4:40:00,6:10:00,13:12:00,16:35:30,19:49:00,21:19:00,catania
"28 aprile 2025, lunedì",4:39:00,6:09:00,13:12:00,16:36:00,19:50:00,21:20:00,catania
"29 aprile 2025, martedì",4:37:00,6:07:00,13:11:00,16:35:30,19:51:00,21:21:00,catania
"30 aprile 2025, mercoledì",4:36:00,6:06:00,13:11:30,16:36:45,19:52:00,21:22:00,catania
"1 maggio 2025, giovedì",4:35:00,6:05:00,13:11:30,16:37:15,19:53:00,21:23:00,catania
"2 maggio 2025, venerdì",4:34:00,6:04:00,13:11:30,16:37:45,19:54:00,21:24:00,catania
"3 maggio 2025, sabato",4:33:00,6:03:00,13:11:30,16:38:15,19:55:00,21:25:00,catania
"4 maggio 2025, domenica",4:32:00,6:02:00,13:11:30,16:38:45,19:56:00,21:26:00,catania
"5 maggio 2025, lunedì",4:31:00,6:01:00,13:11:30,16:39:15,19:57:00,21:27:00,catania
"6 maggio 2025, martedì",4:30:00,6:00:00,13:11:30,16:39:45,19:58:00,21:28:00,catania
"7 maggio 2025, mercoledì",4:29:00,5:59:00,13:11:00,16:39:30,19:58:00,21:28:00,catania
"8 maggio 2025, giovedì",4:27:00,5:57:00,13:10:00,16:39:00,19:59:00,21:29:00,catania
"9 maggio 2025, venerdì",4:27:00,5:57:00,13:11:00,16:40:30,20:00:00,21:30:00,catania
"10 maggio 2025, sabato",4:26:00,5:56:00,13:11:00,16:41:00,20:01:00,21:31:00,catania
"11 maggio 2025, domenica",4:25:00,5:55:00,13:11:00,16:41:30,20:02:00,21:32:00,catania
"12 maggio 2025, lunedì",4:24:00,5:54:00,13:11:00,16:42:00,20:03:00,21:33:00,catania
"13 maggio 2025, martedì",4:23:00,5:53:00,13:10:30,16:41:45,20:04:00,21:34:00,catania
"14 maggio 2025, mercoledì",4:22:00,5:52:00,13:10:30,16:42:15,20:05:00,21:35:00,catania
"15 maggio 2025, giovedì",4:21:00,5:51:00,13:10:30,16:42:45,20:05:00,21:35:00,catania
"16 maggio 2025, venerdì",4:20:00,5:50:00,13:10:30,16:43:15,20:06:00,21:36:00,catania
"17 maggio 2025, sabato",4:19:00,5:49:00,13:10:00,16:43:00,20:07:00,21:37:00,catania
"18 maggio 2025, domenica",4:19:00,5:49:00,13:11:00,16:44:30,20:08:00,21:38:00,catania
"19 maggio 2025, lunedì",4:18:00,5:48:00,13:10:30,16:44:15,20:09:00,21:39:00,catania
"20 maggio 2025, martedì",4:17:00,5:47:00,13:10:30,16:44:45,20:10:00,21:40:00,catania
"21 maggio 2025, mercoledì",4:17:00,5:47:00,13:11:00,16:45:30,20:10:00,21:40:00,catania
"22 maggio 2025, giovedì",4:16:00,5:46:00,13:11:00,16:46:00,20:11:00,21:41:00,catania
"23 maggio 2025, venerdì",4:15:00,5:45:00,13:10:30,16:45:45,20:12:00,21:42:00,catania
"24 maggio 2025, sabato",4:15:00,5:45:00,13:11:30,16:47:15,20:13:00,21:43:00,catania
"25 maggio 2025, domenica",4:14:00,5:44:00,13:11:00,16:47:00,20:14:00,21:44:00,catania
"26 maggio 2025, lunedì",4:14:00,5:44:00,13:11:30,16:47:45,20:14:00,21:44:00,catania
"27 maggio 2025, martedì",4:13:00,5:43:00,13:11:30,16:48:15,20:15:00,21:45:00,catania
"28 maggio 2025, mercoledì",4:13:00,5:43:00,13:12:00,16:49:00,20:16:00,21:46:00,catania
"29 maggio 2025, giovedì",4:12:00,5:42:00,13:11:30,16:48:45,20:16:00,21:46:00,catania
"30 maggio 2025, venerdì",4:12:00,5:42:00,13:12:00,16:49:30,20:17:00,21:47:00,catania
"31 maggio 2025, sabato",4:11:00,5:41:00,13:11:30,16:49:15,20:18:00,21:48:00,catania
"1 giugno 2025, domenica",4:11:00,5:41:00,13:12:00,16:50:00,20:19:00,21:49:00,catania
"2 giugno 2025, lunedì",4:11:00,5:41:00,13:12:30,16:50:45,20:19:00,21:49:00,catania
"3 giugno 2025, martedì",4:10:00,5:40:00,13:12:00,16:50:30,20:20:00,21:50:00,catania
"4 giugno 2025, mercoledì",4:10:00,5:40:00,13:12:30,16:51:15,20:20:00,21:50:00,catania
"5 giugno 2025, giovedì",4:10:00,5:40:00,13:13:00,16:52:00,20:21:00,21:51:00,catania
"6 giugno 2025, venerdì",4:09:00,5:39:00,13:12:30,16:51:45,20:22:00,21:52:00,catania
"7 giugno 2025, sabato",4:09:00,5:39:00,13:12:30,16:51:45,20:22:00,21:52:00,catania
"8 giugno 2025, domenica",4:09:00,5:39:00,13:13:00,16:52:30,20:23:00,21:53:00,catania
"9 giugno 2025, lunedì",4:09:00,5:39:00,13:13:30,16:53:15,20:23:00,21:53:00,catania
"10 giugno 2025, martedì",4:09:00,5:39:00,13:13:30,16:53:15,20:24:00,21:54:00,catania
"11 giugno 2025, mercoledì",4:09:00,5:39:00,13:14:00,16:54:00,20:24:00,21:54:00,catania
"12 giugno 2025, giovedì",4:09:00,5:39:00,13:14:00,16:54:00,20:25:00,21:55:00,catania
"13 giugno 2025, venerdì",4:09:00,5:39:00,13:14:30,16:54:45,20:25:00,21:55:00,catania
"14 giugno 2025, sabato",4:09:00,5:39:00,13:14:30,16:54:45,20:25:00,21:55:00,catania
"15 giugno 2025, domenica",4:09:00,5:39:00,13:15:00,16:55:30,20:26:00,21:56:00,catania
"16 giugno 2025, lunedì",4:09:00,5:39:00,13:15:00,16:55:30,20:26:00,21:56:00,catania
"17 giugno 2025, martedì",4:09:00,5:39:00,13:15:00,16:55:30,20:26:00,21:56:00,catania
"18 giugno 2025, mercoledì",4:09:00,5:39:00,13:15:00,16:55:30,20:27:00,21:57:00,catania
"19 giugno 2025, giovedì",4:09:00,5:39:00,13:15:00,16:55:30,20:27:00,21:57:00,catania
"20 giugno 2025, venerdì",4:09:00,5:39:00,13:15:00,16:55:30,20:27:00,21:57:00,catania
"21 giugno 2025, sabato",4:10:00,5:40:00,13:16:00,16:56:30,20:27:00,21:57:00,catania
"22 giugno 2025, domenica",4:10:00,5:40:00,13:16:00,16:56:30,20:28:00,21:58:00,catania
"23 giugno 2025, lunedì",4:10:00,5:40:00,13:16:00,16:56:30,20:28:00,21:58:00,catania
"24 giugno 2025, martedì",4:10:00,5:40:00,13:16:00,16:56:30,20:28:00,21:58:00,catania
"25 giugno 2025, mercoledì",4:11:00,5:41:00,13:17:00,16:57:30,20:28:00,21:58:00,catania
"26 giugno 2025, giovedì",4:11:00,5:41:00,13:17:00,16:57:30,20:28:00,21:58:00,catania
"27 giugno 2025, venerdì",4:11:00,5:41:00,13:16:30,16:56:45,20:28:00,21:58:00,catania
"28 giugno 2025, sabato",4:12:00,5:42:00,13:17:30,16:57:45,20:28:00,21:58:00,catania
"29 giugno 2025, domenica",4:12:00,5:42:00,13:17:30,16:57:45,20:28:00,21:58:00,catania
"30 giugno 2025, lunedì",4:13:00,5:43:00,13:18:00,16:58:00,20:28:00,21:58:00,catania
"1 luglio 2025, martedì",4:13:00,5:43:00,13:18:00,16:58:00,20:28:00,21:58:00,catania
"2 luglio 2025, mercoledì",4:13:00,5:43:00,13:17:30,16:57:15,20:28:00,21:58:00,catania
"3 luglio 2025, giovedì",4:14:00,5:44:00,13:18:00,16:57:30,20:28:00,21:58:00,catania
"4 luglio 2025, venerdì",4:14:00,5:44:00,13:18:00,16:57:30,20:28:00,21:58:00,catania
"5 luglio 2025, sabato",4:15:00,5:45:00,13:18:30,16:57:45,20:27:00,21:57:00,catania
"6 luglio 2025, domenica",4:16:00,5:46:00,13:19:00,16:58:00,20:27:00,21:57:00,catania
"7 luglio 2025, lunedì",4:16:00,5:46:00,13:18:30,16:57:15,20:27:00,21:57:00,catania
"8 luglio 2025, martedì",4:17:00,5:47:00,13:19:00,16:57:30,20:27:00,21:57:00,catania
"9 luglio 2025, mercoledì",4:17:00,5:47:00,13:18:30,16:56:45,20:26:00,21:56:00,catania
"10 luglio 2025, giovedì",4:18:00,5:48:00,13:19:30,16:57:45,20:26:00,21:56:00,catania
"11 luglio 2025, venerdì",4:19:00,5:49:00,13:19:30,16:57:15,20:26:00,21:56:00,catania
"12 luglio 2025, sabato",4:19:00,5:49:00,13:19:00,16:56:30,20:25:00,21:55:00,catania
"13 luglio 2025, domenica",4:20:00,5:50:00,13:19:30,16:56:45,20:25:00,21:55:00,catania
"14 luglio 2025, lunedì",4:21:00,5:51:00,13:20:00,16:57:00,20:24:00,21:54:00,catania
"15 luglio 2025, martedì",4:21:00,5:51:00,13:19:30,16:56:15,20:24:00,21:54:00,catania
"16 luglio 2025, mercoledì",4:22:00,5:52:00,13:20:00,16:56:30,20:23:00,21:53:00,catania
"17 luglio 2025, giovedì",4:23:00,5:53:00,13:20:00,16:56:00,20:23:00,21:53:00,catania
"18 luglio 2025, venerdì",4:23:00,5:53:00,13:19:30,16:55:15,20:22:00,21:52:00,catania
"19 luglio 2025, sabato",4:24:00,5:54:00,13:20:00,16:55:30,20:21:00,21:51:00,catania
"20 luglio 2025, domenica",4:25:00,5:55:00,13:20:00,16:55:00,20:21:00,21:51:00,catania
"21 luglio 2025, lunedì",4:26:00,5:56:00,13:20:30,16:55:15,20:20:00,21:50:00,catania
"22 luglio 2025, martedì",4:26:00,5:56:00,13:19:30,16:53:45,20:19:00,21:49:00,catania
"23 luglio 2025, mercoledì",4:27:00,5:57:00,13:20:00,16:54:00,20:19:00,21:49:00,catania
"24 luglio 2025, giovedì",4:28:00,5:58:00,13:20:00,16:53:30,20:18:00,21:48:00,catania
"25 luglio 2025, venerdì",4:29:00,5:59:00,13:20:30,16:53:45,20:17:00,21:47:00,catania
"26 luglio 2025, sabato",4:30:00,6:00:00,13:20:30,16:53:15,20:16:00,21:46:00,catania
"27 luglio 2025, domenica",4:30:00,6:00:00,13:20:00,16:52:30,20:16:00,21:46:00,catania
"28 luglio 2025, lunedì",4:31:00,6:01:00,13:20:00,16:52:00,20:15:00,21:45:00,catania
"29 luglio 2025, martedì",4:32:00,6:02:00,13:20:00,16:51:30,20:14:00,21:44:00,catania
"30 luglio 2025, mercoledì",4:33:00,6:03:00,13:20:30,16:51:45,20:13:00,21:43:00,catania
"31 luglio 2025, giovedì",4:34:00,6:04:00,13:20:30,16:51:15,20:12:00,21:42:00,catania
"1 agosto 2025, venerdì",4:35:00,6:05:00,13:20:30,16:50:45,20:11:00,21:41:00,catania
"2 agosto 2025, sabato",4:35:00,6:05:00,13:19:30,16:49:15,20:10:00,21:40:00,catania
"3 agosto 2025, domenica",4:36:00,6:06:00,13:19:30,16:48:45,20:09:00,21:39:00,catania
"4 agosto 2025, lunedì",4:37:00,6:07:00,13:19:30,16:48:15,20:08:00,21:38:00,catania
"5 agosto 2025, martedì",4:38:00,6:08:00,13:20:00,16:48:30,20:07:00,21:37:00,catania
"6 agosto 2025, mercoledì",4:39:00,6:09:00,13:20:00,16:48:00,20:06:00,21:36:00,catania
"7 agosto 2025, giovedì",4:40:00,6:10:00,13:20:00,16:47:30,20:05:00,21:35:00,catania
"8 agosto 2025, venerdì",4:40:00,6:10:00,13:19:00,16:46:00,20:04:00,21:34:00,catania
"9 agosto 2025, sabato",4:41:00,6:11:00,13:19:00,16:45:30,20:02:00,21:32:00,catania
"10 agosto 2025, domenica",4:42:00,6:12:00,13:19:00,16:45:00,20:01:00,21:31:00,catania
"11 agosto 2025, lunedì",4:43:00,6:13:00,13:19:00,16:44:30,20:00:00,21:30:00,catania
"12 agosto 2025, martedì",4:44:00,6:14:00,13:19:00,16:44:00,19:59:00,21:29:00,catania
"13 agosto 2025, mercoledì",4:45:00,6:15:00,13:19:00,16:43:30,19:58:00,21:28:00,catania
"14 agosto 2025, giovedì",4:45:00,6:15:00,13:18:00,16:42:00,19:57:00,21:27:00,catania
"15 agosto 2025, venerdì",4:46:00,6:16:00,13:17:30,16:40:45,19:55:00,21:25:00,catania
"16 agosto 2025, sabato",4:47:00,6:17:00,13:17:30,16:40:15,19:54:00,21:24:00,catania
"17 agosto 2025, domenica",4:48:00,6:18:00,13:17:30,16:39:45,19:53:00,21:23:00,catania
"18 agosto 2025, lunedì",4:49:00,6:19:00,13:17:30,16:39:15,19:51:00,21:21:00,catania
"19 agosto 2025, martedì",4:50:00,6:20:00,13:17:30,16:38:45,19:50:00,21:20:00,catania
"20 agosto 2025, mercoledì",4:51:00,6:21:00,13:17:30,16:38:15,19:49:00,21:19:00,catania
"21 agosto 2025, giovedì",4:51:00,6:21:00,13:16:30,16:36:45,19:47:00,21:17:00,catania
"22 agosto 2025, venerdì",4:52:00,6:22:00,13:16:00,16:35:30,19:46:00,21:16:00,catania
"23 agosto 2025, sabato",4:53:00,6:23:00,13:16:00,16:35:00,19:45:00,21:15:00,catania
"24 agosto 2025, domenica",4:54:00,6:24:00,13:16:00,16:34:30,19:43:00,21:13:00,catania
"25 agosto 2025, lunedì",4:55:00,6:25:00,13:16:00,16:34:00,19:42:00,21:12:00,catania
"26 agosto 2025, martedì",4:56:00,6:26:00,13:16:00,16:33:30,19:41:00,21:11:00,catania
"27 agosto 2025, mercoledì",4:56:00,6:26:00,13:14:30,16:31:15,19:39:00,21:09:00,catania
"28 agosto 2025, giovedì",4:57:00,6:27:00,13:14:30,16:30:45,19:38:00,21:08:00,catania
"29 agosto 2025, venerdì",4:58:00,6:28:00,13:14:30,16:30:15,19:36:00,21:06:00,catania
"30 agosto 2025, sabato",4:59:00,6:29:00,13:14:00,16:29:00,19:35:00,21:05:00,catania
"31 agosto 2025, domenica",5:00:00,6:30:00,13:14:00,16:28:30,19:33:00,21:03:00,catania
"1 settembre 2025, lunedì",5:01:00,6:31:00,13:14:00,16:28:00,19:32:00,21:02:00,catania
"2 settembre 2025, martedì",5:01:00,6:31:00,13:13:00,16:26:30,19:30:00,21:00:00,catania
"3 settembre 2025, mercoledì",5:02:00,6:32:00,13:12:30,16:25:15,19:29:00,20:59:00,catania
"4 settembre 2025, giovedì",5:03:00,6:33:00,13:12:30,16:24:45,19:28:00,20:58:00,catania
"5 settembre 2025, venerdì",5:04:00,6:34:00,13:12:30,16:24:15,19:26:00,20:56:00,catania
"6 settembre 2025, sabato",5:05:00,6:35:00,13:12:00,16:23:00,19:25:00,20:55:00,catania
"7 settembre 2025, domenica",5:06:00,6:36:00,13:12:00,16:22:30,19:23:00,20:53:00,catania
"8 settembre 2025, lunedì",5:06:00,6:36:00,13:11:00,16:21:00,19:21:00,20:51:00,catania
"9 settembre 2025, martedì",5:07:00,6:37:00,13:10:30,16:19:45,19:20:00,20:50:00,catania
"10 settembre 2025, mercoledì",5:08:00,6:38:00,13:10:30,16:19:15,19:18:00,20:48:00,catania
"11 settembre 2025, giovedì",5:09:00,6:39:00,13:10:30,16:18:45,19:17:00,20:47:00,catania
"12 settembre 2025, venerdì",5:10:00,6:40:00,13:10:00,16:17:30,19:15:00,20:45:00,catania
"13 settembre 2025, sabato",5:11:00,6:41:00,13:10:00,16:17:00,19:14:00,20:44:00,catania
"14 settembre 2025, domenica",5:11:00,6:41:00,13:08:30,16:14:45,19:12:00,20:42:00,catania
"15 settembre 2025, lunedì",5:12:00,6:42:00,13:08:30,16:14:15,19:11:00,20:41:00,catania
"16 settembre 2025, martedì",5:13:00,6:43:00,13:08:30,16:13:45,19:09:00,20:39:00,catania
"17 settembre 2025, mercoledì",5:14:00,6:44:00,13:08:00,16:12:30,19:08:00,20:38:00,catania
"18 settembre 2025, giovedì",5:15:00,6:45:00,13:08:00,16:12:00,19:06:00,20:36:00,catania
"19 settembre 2025, venerdì",5:15:00,6:45:00,13:07:00,16:10:30,19:05:00,20:35:00,catania
"20 settembre 2025, sabato",5:16:00,6:46:00,13:06:30,16:09:15,19:03:00,20:33:00,catania
"21 settembre 2025, domenica",5:17:00,6:47:00,13:06:30,16:08:45,19:02:00,20:32:00,catania
"22 settembre 2025, lunedì",5:18:00,6:48:00,13:06:00,16:07:30,19:00:00,20:30:00,catania
"23 settembre 2025, martedì",5:19:00,6:49:00,13:06:00,16:07:00,18:58:00,20:28:00,catania
"24 settembre 2025, mercoledì",5:20:00,6:50:00,13:06:00,16:06:30,18:57:00,20:27:00,catania
"25 settembre 2025, giovedì",5:21:00,6:51:00,13:05:30,16:05:15,18:55:00,20:25:00,catania
"26 settembre 2025, venerdì",5:21:00,6:51:00,13:04:30,16:03:45,18:54:00,20:24:00,catania
"27 settembre 2025, sabato",5:22:00,6:52:00,13:04:30,16:03:15,18:52:00,20:22:00,catania
"28 settembre 2025, domenica",5:23:00,6:53:00,13:04:00,16:02:00,18:51:00,20:21:00,catania
"29 settembre 2025, lunedì",5:24:00,6:54:00,13:04:00,16:01:30,18:49:00,20:19:00,catania
"30 settembre 2025, martedì",5:25:00,6:55:00,13:03:30,16:00:15,18:48:00,20:18:00,catania
"1 ottobre 2025, mercoledì",5:26:00,6:56:00,13:03:30,15:59:45,18:46:00,20:16:00,catania
"2 ottobre 2025, giovedì",5:27:00,6:57:00,13:03:30,15:59:15,18:45:00,20:15:00,catania
"3 ottobre 2025, venerdì",5:27:00,6:57:00,13:02:00,15:57:00,18:43:00,20:13:00,catania
"4 ottobre 2025, sabato",5:28:00,6:58:00,13:02:00,15:56:30,18:42:00,20:12:00,catania
"5 ottobre 2025, domenica",5:29:00,6:59:00,13:02:00,15:56:00,18:40:00,20:10:00,catania
"6 ottobre 2025, lunedì",5:30:00,7:00:00,13:01:30,15:54:45,18:39:00,20:09:00,catania
"7 ottobre 2025, martedì",5:31:00,7:01:00,13:01:30,15:54:15,18:37:00,20:07:00,catania
"8 ottobre 2025, mercoledì",5:32:00,7:02:00,13:01:30,15:53:45,18:36:00,20:06:00,catania
"9 ottobre 2025, giovedì",5:33:00,7:03:00,13:01:00,15:52:30,18:34:00,20:04:00,catania
"10 ottobre 2025, venerdì",5:34:00,7:04:00,13:01:00,15:52:00,18:33:00,20:03:00,catania
"11 ottobre 2025, sabato",5:35:00,7:05:00,13:00:30,15:50:45,18:32:00,20:02:00,catania
"12 ottobre 2025, domenica",5:35:00,7:05:00,12:59:30,15:49:15,18:30:00,20:00:00,catania
"13 ottobre 2025, lunedì",5:36:00,7:06:00,12:59:30,15:48:45,18:29:00,19:59:00,catania
"14 ottobre 2025, martedì",5:37:00,7:07:00,12:59:00,15:47:30,18:27:00,19:57:00,catania
"15 ottobre 2025, mercoledì",5:38:00,7:08:00,12:59:00,15:47:00,18:26:00,19:56:00,catania
"16 ottobre 2025, giovedì",5:39:00,7:09:00,12:59:00,15:46:30,18:25:00,19:55:00,catania
"17 ottobre 2025, venerdì",5:40:00,7:10:00,12:59:00,15:46:00,18:23:00,19:53:00,catania
"18 ottobre 2025, sabato",5:41:00,7:11:00,12:58:30,15:44:45,18:22:00,19:52:00,catania
"19 ottobre 2025, domenica",5:42:00,7:12:00,12:58:30,15:44:15,18:21:00,19:51:00,catania
"20 ottobre 2025, lunedì",5:43:00,7:13:00,12:58:30,15:43:45,18:19:00,19:49:00,catania
"21 ottobre 2025, martedì",5:44:00,7:14:00,12:58:00,15:42:30,18:18:00,19:48:00,catania
"22 ottobre 2025, mercoledì",5:45:00,7:15:00,12:58:00,15:42:00,18:17:00,19:47:00,catania
"23 ottobre 2025, giovedì",5:46:00,7:16:00,12:58:00,15:41:30,18:15:00,19:45:00,catania
"24 ottobre 2025, venerdì",5:47:00,7:17:00,12:58:00,15:41:00,18:14:00,19:44:00,catania
"25 ottobre 2025, sabato",5:48:00,7:18:00,12:58:00,15:40:30,18:13:00,19:43:00,catania
"26 ottobre 2025, domenica",4:49:00,6:19:00,11:57:30,14:39:15,17:12:00,18:42:00,catania
"27 ottobre 2025, lunedì",4:50:00,6:20:00,11:57:30,14:38:45,17:11:00,18:41:00,catania
"28 ottobre 2025, martedì",4:51:00,6:21:00,11:57:30,14:38:15,17:09:00,18:39:00,catania
"29 ottobre 2025, mercoledì",4:52:00,6:22:00,11:57:30,14:37:45,17:08:00,18:38:00,catania
"30 ottobre 2025, giovedì",4:53:00,6:23:00,11:57:30,14:37:15,17:07:00,18:37:00,catania
"31 ottobre 2025, venerdì",4:54:00,6:24:00,11:57:30,14:36:45,17:06:00,18:36:00,catania
"1 novembre 2025, sabato",4:55:00,6:25:00,11:57:00,14:35:30,17:05:00,18:35:00,catania
"2 novembre 2025, domenica",4:56:00,6:26:00,11:57:00,14:35:00,17:04:00,18:34:00,catania
"3 novembre 2025, lunedì",4:57:00,6:27:00,11:57:00,14:34:30,17:03:00,18:33:00,catania
"4 novembre 2025, martedì",4:58:00,6:28:00,11:57:00,14:34:00,17:02:00,18:32:00,catania
"5 novembre 2025, mercoledì",4:59:00,6:29:00,11:57:00,14:33:30,17:01:00,18:31:00,catania
"6 novembre 2025, giovedì",5:00:00,6:30:00,11:57:00,14:33:00,17:00:00,18:30:00,catania
"7 novembre 2025, venerdì",5:01:00,6:31:00,11:57:00,14:32:30,16:59:00,18:29:00,catania
"8 novembre 2025, sabato",5:02:00,6:32:00,11:57:00,14:32:00,16:58:00,18:28:00,catania
"9 novembre 2025, domenica",5:03:00,6:33:00,11:57:00,14:31:30,16:57:00,18:27:00,catania
"10 novembre 2025, lunedì",5:04:00,6:34:00,11:57:00,14:31:00,16:56:00,18:26:00,catania
"11 novembre 2025, martedì",5:05:00,6:35:00,11:57:30,14:31:15,16:56:00,18:26:00,catania
"12 novembre 2025, mercoledì",5:07:00,6:37:00,11:58:30,14:31:45,16:55:00,18:25:00,catania
"13 novembre 2025, giovedì",5:08:00,6:38:00,11:58:30,14:31:15,16:54:00,18:24:00,catania
"14 novembre 2025, venerdì",5:09:00,6:39:00,11:58:30,14:30:45,16:53:00,18:23:00,catania
"15 novembre 2025, sabato",5:10:00,6:40:00,11:58:30,14:30:15,16:52:00,18:22:00,catania
"16 novembre 2025, domenica",5:11:00,6:41:00,11:59:00,14:30:30,16:52:00,18:22:00,catania
"17 novembre 2025, lunedì",5:12:00,6:42:00,11:59:00,14:30:00,16:51:00,18:21:00,catania
"18 novembre 2025, martedì",5:13:00,6:43:00,11:59:00,14:29:30,16:51:00,18:21:00,catania
"19 novembre 2025, mercoledì",5:14:00,6:44:00,11:59:30,14:29:45,16:50:00,18:20:00,catania
"20 novembre 2025, giovedì",5:15:00,6:45:00,11:59:30,14:29:15,16:49:00,18:19:00,catania
"21 novembre 2025, venerdì",5:16:00,6:46:00,11:59:30,14:28:45,16:49:00,18:19:00,catania
"22 novembre 2025, sabato",5:17:00,6:47:00,12:00:00,14:29:00,16:48:00,18:18:00,catania
"23 novembre 2025, domenica",5:18:00,6:48:00,12:00:00,14:28:30,16:48:00,18:18:00,catania
"24 novembre 2025, lunedì",5:19:00,6:49:00,12:00:30,14:28:45,16:47:00,18:17:00,catania
"25 novembre 2025, martedì",5:20:00,6:50:00,12:01:00,14:29:00,16:47:00,18:17:00,catania
"26 novembre 2025, mercoledì",5:21:00,6:51:00,12:01:00,14:28:30,16:47:00,18:17:00,catania
"27 novembre 2025, giovedì",5:22:00,6:52:00,12:01:30,14:28:45,16:46:00,18:16:00,catania
"28 novembre 2025, venerdì",5:23:00,6:53:00,12:02:00,14:29:00,16:46:00,18:16:00,catania
"29 novembre 2025, sabato",5:24:00,6:54:00,12:02:00,14:28:30,16:46:00,18:16:00,catania
"30 novembre 2025, domenica",5:25:00,6:55:00,12:02:30,14:28:45,16:46:00,18:16:00,catania
"1 dicembre 2025, lunedì",5:26:00,6:56:00,12:03:00,14:29:00,16:45:00,18:15:00,catania
"2 dicembre 2025, martedì",5:27:00,6:57:00,12:03:30,14:29:15,16:45:00,18:15:00,catania
"3 dicembre 2025, mercoledì",5:28:00,6:58:00,12:04:00,14:29:30,16:45:00,18:15:00,catania
"4 dicembre 2025, giovedì",5:29:00,6:59:00,12:04:30,14:29:45,16:45:00,18:15:00,catania
"5 dicembre 2025, venerdì",5:30:00,7:00:00,12:05:00,14:30:00,16:45:00,18:15:00,catania
"6 dicembre 2025, sabato",5:30:00,7:00:00,12:04:30,14:29:15,16:45:00,18:15:00,catania
"7 dicembre 2025, domenica",5:31:00,7:01:00,12:05:00,14:29:30,16:45:00,18:15:00,catania
"8 dicembre 2025, lunedì",5:32:00,7:02:00,12:05:30,14:29:45,16:45:00,18:15:00,catania
"9 dicembre 2025, martedì",5:33:00,7:03:00,12:06:30,14:30:45,16:45:00,18:15:00,catania
"10 dicembre 2025, mercoledì",5:34:00,7:04:00,12:07:00,14:31:00,16:45:00,18:15:00,catania
"11 dicembre 2025, giovedì",5:34:00,7:04:00,12:06:30,14:30:15,16:45:00,18:15:00,catania
"12 dicembre 2025, venerdì",5:35:00,7:05:00,12:07:30,14:31:15,16:46:00,18:16:00,catania
"13 dicembre 2025, sabato",5:36:00,7:06:00,12:08:00,14:31:30,16:46:00,18:16:00,catania
"14 dicembre 2025, domenica",5:37:00,7:07:00,12:09:00,14:32:30,16:46:00,18:16:00,catania
"15 dicembre 2025, lunedì",5:37:00,7:07:00,12:08:30,14:31:45,16:46:00,18:16:00,catania
"16 dicembre 2025, martedì",5:38:00,7:08:00,12:09:30,14:32:45,16:47:00,18:17:00,catania
"17 dicembre 2025, mercoledì",5:39:00,7:09:00,12:10:30,14:33:45,16:47:00,18:17:00,catania
"18 dicembre 2025, giovedì",5:39:00,7:09:00,12:10:30,14:33:45,16:47:00,18:17:00,catania
"19 dicembre 2025, venerdì",5:40:00,7:10:00,12:11:30,14:34:45,16:48:00,18:18:00,catania
"20 dicembre 2025, sabato",5:40:00,7:10:00,12:11:00,14:34:00,16:48:00,18:18:00,catania
"21 dicembre 2025, domenica",5:41:00,7:11:00,12:12:00,14:35:00,16:49:00,18:19:00,catania
"22 dicembre 2025, lunedì",5:41:00,7:11:00,12:12:00,14:35:00,16:49:00,18:19:00,catania
"23 dicembre 2025, martedì",5:42:00,7:12:00,12:13:00,14:36:00,16:50:00,18:20:00,catania
"24 dicembre 2025, mercoledì",5:42:00,7:12:00,12:13:30,14:36:45,16:50:00,18:20:00,catania
"25 dicembre 2025, giovedì",5:43:00,7:13:00,12:14:30,14:37:45,16:51:00,18:21:00,catania
"26 dicembre 2025, venerdì",5:43:00,7:13:00,12:14:30,14:37:45,16:52:00,18:22:00,catania
"27 dicembre 2025, sabato",5:43:00,7:13:00,12:14:30,14:37:45,16:52:00,18:22:00,catania
"28 dicembre 2025, domenica",5:44:00,7:14:00,12:16:00,14:39:30,16:53:00,18:23:00,catania
"29 dicembre 2025, lunedì",5:44:00,7:14:00,12:16:00,14:39:30,16:54:00,18:24:00,catania
"30 dicembre 2025, martedì",5:44:00,7:14:00,12:16:30,14:40:15,16:54:00,18:24:00,catania
"31 dicembre 2025, mercoledì",5:44:00,7:14:00,12:16:30,14:40:15,16:55:00,18:25:00,catania
"1 gennaio 2025, mercoledì",6:18:00,7:48:00,12:24:00,14:34:30,16:36:00,18:06:00,gradisca-d'isonzo
"2 gennaio 2025, giovedì",6:18:00,7:48:00,12:24:30,14:35:15,16:37:00,18:07:00,gradisca-d'isonzo
"3 gennaio 2025, venerdì",6:18:00,7:48:00,12:25:00,14:36:00,16:38:00,18:08:00,gradisca-d'isonzo
"4 gennaio 2025, sabato",6:18:00,7:48:00,12:26:00,14:37:30,16:39:00,18:09:00,gradisca-d'isonzo
